,acc,assay_type,center_name,consent,experiment,sample_name,instrument,librarylayout,libraryselection,librarysource,platform,sample_acc,biosample,organism,sra_study,releasedate,bioproject,mbytes,loaddate,avgspotlen,mbases,insertsize,library_name,collection_date_sam,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,geo_loc_name_sam
2759,SRR11185253,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7805714,Ma7/14286,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497984,SAMN11098434,pig gut metagenome,SRP188615,2020-02-26 00:00:00+00:00,PRJNA526405,4099,,302,13235,,plate_10_C10,3/7/17,Australia,Oceania,['Australia: NSW']
2760,SRR8960562,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740149,Fe28/14287,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497753,SAMN11098338,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,2400,,302,6856,,plate_1_F1,2/28/17,Australia,Oceania,['Australia: NSW']
2761,SRR8960476,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740235,Ma3/29652,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498288,SAMN11098392,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1611,,302,5131,,plate_6_C4,3/3/17,Australia,Oceania,['Australia: NSW']
2762,SRR11125703,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7762313,Ma8/29644,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497778,SAMN11098450,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,385,,302,1300,,plate_10_A1,3/8/17,Australia,Oceania,['Australia: NSW']
2763,SRR11125415,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7761892,Fe10/29742,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497935,SAMN11098016,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,310,,302,1100,,plate_6_B10,2/10/17,Australia,Oceania,['Australia: NSW']
2764,SRR11184070,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7804508,Ma3/14184,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498245,SAMN11098380,pig gut metagenome,SRP188615,2020-02-26 00:00:00+00:00,PRJNA526405,436,,302,1467,,plate_7_A10,3/3/17,Australia,Oceania,['Australia: NSW']
2765,SRR8960513,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740198,Fe3/14186,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497619,SAMN11097875,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,2076,,302,6605,,plate_4_G10,2/3/17,Australia,Oceania,['Australia: NSW']
2766,SRR11124945,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7761690,Fe14/29777,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498171,SAMN11098151,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,293,,302,1032,,plate_2_A10,2/14/17,Australia,Oceania,['Australia: NSW']
2767,SRR11125160,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7761475,Ja30/B11614,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497900,SAMN11098534,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,388,,302,1313,,plate_10_D8,1/30/17,Australia,Oceania,['Australia: NSW']
2768,SRR8960811,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740475,Fe7/29645,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497841,SAMN11097973,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1883,,302,5974,,plate_4_E4,2/7/17,Australia,Oceania,['Australia: NSW']
2769,SRR11183806,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7804293,Ma9/29875,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498186,SAMN11098473,pig gut metagenome,SRP188615,2020-02-26 00:00:00+00:00,PRJNA526405,339,,302,1143,,plate_10_F1,3/9/17,Australia,Oceania,['Australia: NSW']
2770,SRR11125064,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7761571,Fe28/14186,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498331,SAMN11098361,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,333,,302,1176,,plate_5_A7,2/28/17,Australia,Oceania,['Australia: NSW']
2771,SRR11125520,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7761787,Fe7/14317,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498138,SAMN11097921,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,306,,302,1070,,plate_6_G2,2/7/17,Australia,Oceania,['Australia: NSW']
2772,SRR11183382,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7804045,Fe24/29846,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497878,SAMN11098270,pig gut metagenome,SRP188615,2020-02-26 00:00:00+00:00,PRJNA526405,397,,302,1348,,plate_3_E9,2/24/17,Australia,Oceania,['Australia: NSW']
2773,SRR11125051,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7761584,Fe28/29793,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498109,SAMN11098372,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,550,,302,1624,,plate_1_E8,2/28/17,Australia,Oceania,['Australia: NSW']
2774,SRR11126519,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7762744,Fe24/29931,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497875,SAMN11098277,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,366,,302,1261,,plate_3_B11,2/24/17,Australia,Oceania,['Australia: NSW']
2775,SRR11124907,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7761728,Fe7/29700,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498337,SAMN11097955,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,327,,302,1088,,plate_8_D3,2/7/17,Australia,Oceania,['Australia: NSW']
2776,SRR11184045,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7804533,Ja31/14274,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498278,SAMN11097819,pig gut metagenome,SRP188615,2020-02-26 00:00:00+00:00,PRJNA526405,347,,302,1178,,plate_8_B11,1/31/17,Australia,Oceania,['Australia: NSW']
2777,SRR8960418,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740293,Fe28/14262,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497583,SAMN11098321,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,4127,,302,11879,,plate_1_H12,2/28/17,Australia,Oceania,['Australia: NSW']
2778,SRR8960960,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740326,Fe7/14298,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497825,SAMN11097939,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1768,,302,5690,,plate_6_D7,2/7/17,Australia,Oceania,['Australia: NSW']
2779,SRR8960228,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5739811,Fe17/29691,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498159,SAMN11098171,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1835,,302,5825,,plate_9_G6,2/17/17,Australia,Oceania,['Australia: NSW']
2780,SRR8960585,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740126,Ma6/29931,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497987,SAMN11098431,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1135,,302,3654,,plate_9_B7,3/6/17,Australia,Oceania,['Australia: NSW']
2781,SRR8960696,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740015,Ja31/29693,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497600,SAMN11097807,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,808,,302,2587,,plate_7_D12,1/31/17,Australia,Oceania,['Australia: NSW']
2782,SRR11125328,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7761979,Fe24/14317,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497755,SAMN11098268,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,298,,302,1047,,plate_8_G11,2/24/17,Australia,Oceania,['Australia: NSW']
2783,SRR11124705,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7761355,Fe7/14160,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497567,SAMN11097891,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,364,,302,1242,,plate_3_B4,2/7/17,Australia,Oceania,['Australia: NSW']
2784,SRR8960132,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5739907,Ja30/316703,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498305,SAMN11098514,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1741,,302,5684,,plate_9_E2,1/30/17,Australia,Oceania,['Australia: NSW']
2785,SRR11183422,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7804005,Fe21/14308,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497809,SAMN11098225,pig gut metagenome,SRP188615,2020-02-26 00:00:00+00:00,PRJNA526405,385,,302,1301,,plate_3_F6,2/21/17,Australia,Oceania,['Australia: NSW']
2786,SRR11183917,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7804182,Ja31/29781,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497874,SAMN11097736,pig gut metagenome,SRP188615,2020-02-26 00:00:00+00:00,PRJNA526405,389,,302,1324,,plate_4_A3,1/31/17,Australia,Oceania,['Australia: NSW']
2787,SRR11125362,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7761945,Fe14/29951,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498108,SAMN11098092,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,305,,302,1074,,plate_3_B8,2/14/17,Australia,Oceania,['Australia: NSW']
2788,SRR11125690,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7762326,Ma10/29781,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497788,SAMN11098490,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,365,,302,1235,,plate_10_A7,3/10/17,Australia,Oceania,['Australia: NSW']
2789,SRR11185228,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7805739,Ma6/29864,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498120,SAMN11098426,pig gut metagenome,SRP188615,2020-02-26 00:00:00+00:00,PRJNA526405,6401,,302,17035,,plate_10_G9,3/6/17,Australia,Oceania,['Australia: NSW']
2790,SRR11183710,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7804389,Fe7/29646,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497849,SAMN11097977,pig gut metagenome,SRP188615,2020-02-26 00:00:00+00:00,PRJNA526405,412,,302,1400,,plate_3_G9,2/7/17,Australia,Oceania,['Australia: NSW']
2791,SRR11183588,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7803839,Ja31/29753,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497965,SAMN11097758,pig gut metagenome,SRP188615,2020-02-26 00:00:00+00:00,PRJNA526405,338,,302,1152,,plate_4_E10,1/31/17,Australia,Oceania,['Australia: NSW']
2792,SRR11125786,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7762230,Fe21/14297,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497563,SAMN11098231,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,677,,302,2186,,plate_1_A12,2/21/17,Australia,Oceania,['Australia: NSW']
2793,SRR8960846,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740440,Ja30/212211,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497654,SAMN11098526,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1570,,302,4970,,plate_9_G7,1/30/17,Australia,Oceania,['Australia: NSW']
2794,SRR11125127,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7761508,Fe3/29742,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497712,SAMN11097843,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,669,,302,2237,,plate_5_D10,2/3/17,Australia,Oceania,['Australia: NSW']
2795,SRR11125535,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7761772,Ja30/Y08843,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498304,SAMN11098513,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,329,,302,1152,,plate_10_A8,1/30/17,Australia,Oceania,['Australia: NSW']
2796,SRR11125357,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7761950,Fe14/14201,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498132,SAMN11098097,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,798,,302,2518,,plate_1_E5,2/14/17,Australia,Oceania,['Australia: NSW']
2797,SRR11125485,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7761822,Ja31/14231,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498406,SAMN11097732,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,447,,302,1560,,plate_7_B3,1/31/17,Australia,Oceania,['Australia: NSW']
2798,SRR8960880,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740406,Fe28/29702,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498064,SAMN11098355,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,839,,302,2728,,plate_5_B12,2/28/17,Australia,Oceania,['Australia: NSW']
2799,SRR8960483,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740228,Fe10/29654,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498082,SAMN11098006,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1793,,302,5655,,plate_8_A11,2/10/17,Australia,Oceania,['Australia: NSW']
2800,SRR11125757,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7762259,Ma8/14306,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497534,SAMN11098459,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,424,,302,1441,,plate_10_F2,3/8/17,Australia,Oceania,['Australia: NSW']
2801,SRR8960761,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740525,Fe14/29631,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498222,SAMN11098064,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,3135,,302,8930,,plate_1_A10,2/14/17,Australia,Oceania,['Australia: NSW']
2802,SRR8960230,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5739809,Fe17/14201,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498164,SAMN11098174,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1843,,302,5888,,plate_10_C4,2/17/17,Australia,Oceania,['Australia: NSW']
2803,SRR11125544,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7761763,Ja30/32650,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498028,SAMN11098505,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,400,,302,1404,,plate_10_G4,1/30/17,Australia,Oceania,['Australia: NSW']
2804,SRR8960245,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5739794,Fe7/14271,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497569,SAMN11097889,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1785,,302,5407,,plate_7_G3,2/7/17,Australia,Oceania,['Australia: NSW']
2805,SRR11183872,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7804227,Ma7/14261,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497745,SAMN11098443,pig gut metagenome,SRP188615,2020-02-26 00:00:00+00:00,PRJNA526405,454,,302,1530,,plate_10_D1,3/7/17,Australia,Oceania,['Australia: NSW']
2806,SRR11125899,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7762692,Fe21/14262,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498314,SAMN11098201,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,373,,302,1198,,plate_1_B1,2/21/17,Australia,Oceania,['Australia: NSW']
2807,SRR8960919,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740367,Fe14/14208,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498191,SAMN11098147,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1616,,302,4880,,plate_2_A5,2/14/17,Australia,Oceania,['Australia: NSW']
2808,SRR8960317,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5739722,Fe14/29645,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497943,SAMN11098135,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1868,,302,6062,,plate_6_E9,2/14/17,Australia,Oceania,['Australia: NSW']
2809,SRR8960438,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740273,Fe7/14162,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498145,SAMN11097960,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,2517,,302,7448,,plate_4_G1,2/7/17,Australia,Oceania,['Australia: NSW']
2810,SRR8960896,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740390,Ma9/14208,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498200,SAMN11098478,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,2009,,302,6514,,plate_10_G8,3/9/17,Australia,Oceania,['Australia: NSW']
2811,SRR11126003,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7762588,Ja31/14274,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498278,SAMN11097819,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,311,,302,1068,,plate_8_B11,1/31/17,Australia,Oceania,['Australia: NSW']
2812,SRR11124951,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7761684,Fe14/29633,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498193,SAMN11098146,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,390,,302,1341,,plate_1_B7,2/14/17,Australia,Oceania,['Australia: NSW']
2813,SRR11125232,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7762075,Fe28/29742,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498238,SAMN11098325,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,1031,,302,2882,,plate_2_E1,2/28/17,Australia,Oceania,['Australia: NSW']
2814,SRR11124837,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7761223,Fe17/29754,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498162,SAMN11098176,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,339,,302,1094,,plate_10_E5,2/17/17,Australia,Oceania,['Australia: NSW']
2815,SRR8960198,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5739841,Ma3/29665,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497596,SAMN11098377,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1661,,302,5355,,plate_4_H1,3/3/17,Australia,Oceania,['Australia: NSW']
2816,SRR8960353,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5739686,Ja30/B11614,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497900,SAMN11098534,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,2046,,302,6537,,plate_10_D8,1/30/17,Australia,Oceania,['Australia: NSW']
2817,SRR8960452,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740259,Ma3/14260,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498396,SAMN11098409,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1822,,302,5604,,plate_6_G10,3/3/17,Australia,Oceania,['Australia: NSW']
2818,SRR11125874,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7762717,Fe21/14306,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497808,SAMN11098224,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,384,,302,1311,,plate_3_A4,2/21/17,Australia,Oceania,['Australia: NSW']
2819,SRR11185244,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7805723,Ma10/29781,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497788,SAMN11098490,pig gut metagenome,SRP188615,2020-02-26 00:00:00+00:00,PRJNA526405,5101,,302,17010,,plate_10_A7,3/10/17,Australia,Oceania,['Australia: NSW']
2820,SRR8960747,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5739964,Fe14/29900,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497696,SAMN11098122,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,6353,,302,17261,,plate_1_E1,2/14/17,Australia,Oceania,['Australia: NSW']
2821,SRR11125523,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7761784,Ja31/29706,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498269,SAMN11097694,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,332,,302,1176,,plate_8_A2,1/31/17,Australia,Oceania,['Australia: NSW']
2822,SRR8960451,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740260,Fe21/14295,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498309,SAMN11098208,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,3710,,302,10390,,plate_1_H9,2/21/17,Australia,Oceania,['Australia: NSW']
2823,SRR11183864,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7804235,Ma8/14276,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497782,SAMN11098451,pig gut metagenome,SRP188615,2020-02-26 00:00:00+00:00,PRJNA526405,451,,302,1406,,plate_10_G1,3/8/17,Australia,Oceania,['Australia: NSW']
2824,SRR8960725,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5739986,Fe7/29753,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498346,SAMN11097992,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1313,,302,4283,,plate_3_F1,2/7/17,Australia,Oceania,['Australia: NSW']
2825,SRR8960263,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5739776,Ja31/29847.2,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497504,SAMN11097755,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,601,,302,1942,,plate_5_C9,1/31/17,Australia,Oceania,['Australia: NSW']
2826,SRR8960149,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5739890,Fe14/14273,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497798,SAMN11098084,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,2009,,302,6163,,plate_1_G4,2/14/17,Australia,Oceania,['Australia: NSW']
2827,SRR11126306,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7762957,Ma3/14261,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498399,SAMN11098411,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,401,,302,1363,,plate_5_E3,3/3/17,Australia,Oceania,['Australia: NSW']
2828,SRR11185262,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7805705,Fe16/14172,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497517,SAMN11098161,pig gut metagenome,SRP188615,2020-02-26 00:00:00+00:00,PRJNA526405,5906,,302,19443,,plate_10_H9,2/16/17,Australia,Oceania,['Australia: NSW']
